Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D,Time_Group
2024-11-30 01:11:33,Class A,255915755,55.547318,7.444303,Under way using engine,0.0,4.8,306.0,288.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:11:33,Class A,255915755,55.547318,7.444303,Under way using engine,0.0,4.8,306.0,288.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:11:42,Class A,255915755,55.547442,7.444005,Under way using engine,,4.8,305.3,289.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:11:42,Class A,255915755,55.547442,7.444005,Under way using engine,,4.8,305.3,289.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:11:43,Class A,255915755,55.547442,7.444005,Under way using engine,,4.8,305.3,288.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:11:52,Class A,255915755,55.547575,7.443677,Under way using engine,0.0,5.0,305.1,289.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:11:59,Class A,255915755,55.54767,7.443447,Under way using engine,,4.9,306.5,289.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:02,Class A,255915755,55.54771,7.443327,Under way using engine,0.0,5.2,303.5,289.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:07,Class A,255915755,55.54779,7.443175,Under way using engine,0.0,5.2,307.5,290.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:07,Class A,255915755,55.54779,7.443175,Under way using engine,0.0,5.2,307.5,290.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:11,Class A,255915755,55.547843,7.443052,Under way using engine,,4.8,308.9,291.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:12,Class A,255915755,55.547843,7.443052,Under way using engine,,4.8,308.9,291.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:14,Class A,255915755,55.547878,7.442982,Under way using engine,0.0,5.1,308.8,290.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:17,Class A,255915755,55.547927,7.442857,Under way using engine,0.0,4.8,306.8,291.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:17,Class A,255915755,55.547927,7.442857,Under way using engine,0.0,4.8,306.8,291.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:21,Class A,255915755,55.547988,7.442718,Under way using engine,,5.0,308.0,289.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:27,Class A,255915755,55.548078,7.442543,Under way using engine,,4.9,309.3,289.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:29,Class A,255915755,55.548088,7.442517,Under way using engine,0.0,4.6,308.6,289.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:33,Class A,255915755,55.548153,7.442353,Under way using engine,,4.8,306.6,288.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:33,Class A,255915755,55.548153,7.442353,Under way using engine,,4.8,306.6,288.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:36,Class A,255915755,55.548188,7.442272,Under way using engine,0.0,4.6,308.3,288.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:47,Class A,255915755,55.548338,7.441938,Under way using engine,,4.5,307.8,289.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:50,Class A,255915755,55.548385,7.441838,Under way using engine,0.0,4.8,307.6,289.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:52,Class A,255915755,55.548413,7.441782,Under way using engine,0.0,4.7,308.5,289.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:12:52,Class A,255915755,55.548413,7.441782,Under way using engine,0.0,4.7,308.5,289.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:13:33,Class A,255915755,55.548968,7.440425,Under way using engine,0.0,5.0,304.2,289.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:13:33,Class A,255915755,55.548968,7.440425,Under way using engine,0.0,5.0,304.2,289.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:13:44,Class A,255915755,55.549122,7.440067,Under way using engine,0.0,5.3,307.5,289.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:13:47,Class A,255915755,55.549162,7.439925,Under way using engine,0.0,5.0,304.1,290.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:13:50,Class A,255915755,55.549213,7.439807,Under way using engine,0.0,5.4,307.5,289.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:13:52,Class A,255915755,55.549238,7.439738,Under way using engine,0.0,5.2,305.0,290.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
2024-11-30 01:13:54,Class A,255915755,55.549265,7.43968,Under way using engine,,5.1,306.0,290.0,9815329,CQ2213,ARAMIS,Cargo,Reserved for future use,15.0,90.0,GPS,4.6,NOSKE,02/12/2024 07:00:00,AIS,11.0,79.0,7.0,8.0,90.0
