Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D,Time_Group
2024-11-29 19:00:18,Class A,257341000,55.661698,7.643732,Restricted maneuverability,3.6,0.1,233.0,53.0,9665712,LAFS8,OLYMPIC ARES,Other,No additional information,22.0,116.0,GPS,6.3,HORNS REV 3,26/11/2024 23:00:00,AIS,18.0,98.0,11.0,11.0,86.0
2024-11-29 19:00:18,Class A,257341000,55.661698,7.643732,Restricted maneuverability,3.6,0.1,233.0,53.0,9665712,LAFS8,OLYMPIC ARES,Other,No additional information,22.0,116.0,GPS,6.3,HORNS REV 3,26/11/2024 23:00:00,AIS,18.0,98.0,11.0,11.0,86.0
2024-11-29 19:00:27,Class A,257341000,55.66169,7.643718,Restricted maneuverability,0.0,0.4,233.0,53.0,9665712,LAFS8,OLYMPIC ARES,Other,No additional information,22.0,116.0,GPS,6.3,HORNS REV 3,26/11/2024 23:00:00,AIS,18.0,98.0,11.0,11.0,86.0
2024-11-29 19:00:27,Class A,257341000,55.66169,7.643718,Restricted maneuverability,0.0,0.4,233.0,53.0,9665712,LAFS8,OLYMPIC ARES,Other,No additional information,22.0,116.0,GPS,6.3,HORNS REV 3,26/11/2024 23:00:00,AIS,18.0,98.0,11.0,11.0,86.0
2024-11-29 19:00:27,Class A,257341000,55.66169,7.643718,Restricted maneuverability,0.0,0.4,233.0,53.0,9665712,LAFS8,OLYMPIC ARES,Other,No additional information,22.0,116.0,GPS,6.3,HORNS REV 3,26/11/2024 23:00:00,AIS,18.0,98.0,11.0,11.0,86.0
2024-11-29 19:00:37,Class A,257341000,55.661692,7.643713,Restricted maneuverability,3.6,0.2,233.0,53.0,9665712,LAFS8,OLYMPIC ARES,Other,No additional information,22.0,116.0,GPS,6.3,HORNS REV 3,26/11/2024 23:00:00,AIS,18.0,98.0,11.0,11.0,86.0
2024-11-29 19:00:37,Class A,257341000,55.661692,7.643713,Restricted maneuverability,3.6,0.2,233.0,53.0,9665712,LAFS8,OLYMPIC ARES,Other,No additional information,22.0,116.0,GPS,6.3,HORNS REV 3,26/11/2024 23:00:00,AIS,18.0,98.0,11.0,11.0,86.0
2024-11-29 19:00:37,Class A,257341000,55.661692,7.643713,Restricted maneuverability,3.6,0.2,233.0,53.0,9665712,LAFS8,OLYMPIC ARES,Other,No additional information,22.0,116.0,GPS,6.3,HORNS REV 3,26/11/2024 23:00:00,AIS,18.0,98.0,11.0,11.0,86.0
2024-11-29 19:00:37,Class A,257341000,55.661692,7.643713,Restricted maneuverability,3.6,0.2,233.0,53.0,9665712,LAFS8,OLYMPIC ARES,Other,No additional information,22.0,116.0,GPS,6.3,HORNS REV 3,26/11/2024 23:00:00,AIS,18.0,98.0,11.0,11.0,86.0
2024-11-29 19:00:49,Class A,257341000,55.661697,7.643695,Restricted maneuverability,-2.9,0.0,53.0,53.0,9665712,LAFS8,OLYMPIC ARES,Other,No additional information,22.0,116.0,GPS,6.3,HORNS REV 3,26/11/2024 23:00:00,AIS,18.0,98.0,11.0,11.0,86.0
