# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:02:30,Class A,219019936,55.47528,8.424383,Moored,0.0,0.0,64.9,59.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:08:17,Class A,219019936,55.47528,8.424383,Moored,0.0,0.0,64.9,59.0,Unknown,OZFA2,WIND TRANSPORTER,Cargo,,6.0,25.0,GPS,2.0,ESBJERG-HORNREV2-ESB,23/11/2024 18:30:00,AIS,11.0,14.0,3.0,3.0
26/11/2024 00:08:29,Class A,219019936,55.475267,8.424397,Moored,0.0,0.0,64.9,59.0,Unknown,OZFA2,WIND TRANSPORTER,Cargo,,6.0,25.0,GPS,2.0,ESBJERG-HORNREV2-ESB,23/11/2024 18:30:00,AIS,11.0,14.0,3.0,3.0
26/11/2024 00:11:32,Class A,219019936,55.475285,8.424375,Moored,0.0,0.0,64.9,59.0,Unknown,OZFA2,WIND TRANSPORTER,Cargo,,6.0,25.0,GPS,2.0,ESBJERG-HORNREV2-ESB,23/11/2024 18:30:00,AIS,11.0,14.0,3.0,3.0
26/11/2024 00:11:32,Class A,219019936,55.475285,8.424375,Moored,0.0,0.0,64.9,59.0,Unknown,OZFA2,WIND TRANSPORTER,Cargo,,6.0,25.0,GPS,2.0,ESBJERG-HORNREV2-ESB,23/11/2024 18:30:00,AIS,11.0,14.0,3.0,3.0
26/11/2024 00:14:17,Class A,219019936,55.475285,8.424375,Moored,0.0,0.0,64.9,59.0,Unknown,OZFA2,WIND TRANSPORTER,Cargo,,6.0,25.0,GPS,2.0,ESBJERG-HORNREV2-ESB,23/11/2024 18:30:00,AIS,11.0,14.0,3.0,3.0
26/11/2024 00:14:29,Class A,219019936,55.475285,8.424383,Moored,0.0,0.0,64.9,59.0,Unknown,OZFA2,WIND TRANSPORTER,Cargo,,6.0,25.0,GPS,2.0,ESBJERG-HORNREV2-ESB,23/11/2024 18:30:00,AIS,11.0,14.0,3.0,3.0
26/11/2024 00:17:33,Class A,219019936,55.475305,8.424373,Moored,0.0,0.0,64.9,59.0,Unknown,OZFA2,WIND TRANSPORTER,Cargo,,6.0,25.0,GPS,2.0,ESBJERG-HORNREV2-ESB,23/11/2024 18:30:00,AIS,11.0,14.0,3.0,3.0
26/11/2024 00:20:17,Class A,219019936,55.475305,8.424373,Moored,0.0,0.0,64.9,59.0,Unknown,OZFA2,WIND TRANSPORTER,Cargo,,6.0,25.0,GPS,2.0,ESBJERG-HORNREV2-ESB,23/11/2024 18:30:00,AIS,11.0,14.0,3.0,3.0
26/11/2024 00:20:30,Class A,219019936,55.47528,8.424397,Moored,0.0,0.0,64.9,59.0,Unknown,OZFA2,WIND TRANSPORTER,Cargo,,6.0,25.0,GPS,2.0,ESBJERG-HORNREV2-ESB,23/11/2024 18:30:00,AIS,11.0,14.0,3.0,3.0
26/11/2024 00:23:23,Class A,219019936,55.475282,8.424367,Moored,0.0,0.0,64.9,59.0,Unknown,OZFA2,WIND TRANSPORTER,Cargo,,6.0,25.0,GPS,2.0,ESBJERG-HORNREV2-ESB,23/11/2024 18:30:00,AIS,11.0,14.0,3.0,3.0
