# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:02:06,Class A,211223310,54.469833,9.0369,Moored,0.0,0.0,152.2,154.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 00:04:07,Class A,211223310,54.469833,9.0369,Moored,0.0,0.0,152.2,154.0,5149760,DCNY,SANDSHOERN,Cargo,,8.0,42.0,GPS,1.6,DEHUS,14/11/2024 12:00:00,AIS,36.0,6.0,5.0,3.0
26/11/2024 00:05:08,Class A,211223310,54.469833,9.0369,Moored,0.0,0.0,152.2,155.0,5149760,DCNY,SANDSHOERN,Cargo,,8.0,42.0,GPS,1.6,DEHUS,14/11/2024 12:00:00,AIS,36.0,6.0,5.0,3.0
26/11/2024 00:08:07,Class A,211223310,54.469833,9.0369,Moored,0.0,0.0,152.2,155.0,5149760,DCNY,SANDSHOERN,Cargo,,8.0,42.0,GPS,1.6,DEHUS,14/11/2024 12:00:00,AIS,36.0,6.0,5.0,3.0
26/11/2024 00:10:08,Class A,211223310,54.469833,9.0369,Moored,0.0,0.0,152.2,155.0,5149760,DCNY,SANDSHOERN,Cargo,,8.0,42.0,GPS,1.6,DEHUS,14/11/2024 12:00:00,AIS,36.0,6.0,5.0,3.0
26/11/2024 00:11:06,Class A,211223310,54.469817,9.0369,Moored,0.0,0.0,152.2,155.0,5149760,DCNY,SANDSHOERN,Cargo,,8.0,42.0,GPS,1.6,DEHUS,14/11/2024 12:00:00,AIS,36.0,6.0,5.0,3.0
26/11/2024 00:14:07,Class A,211223310,54.469817,9.0369,Moored,0.0,0.0,152.2,154.0,5149760,DCNY,SANDSHOERN,Cargo,,8.0,42.0,GPS,1.6,DEHUS,14/11/2024 12:00:00,AIS,36.0,6.0,5.0,3.0
26/11/2024 00:17:04,Class A,211223310,54.4698,9.036883,Moored,0.0,0.0,152.2,154.0,5149760,DCNY,SANDSHOERN,Cargo,,8.0,42.0,GPS,1.6,DEHUS,14/11/2024 12:00:00,AIS,36.0,6.0,5.0,3.0
26/11/2024 00:20:07,Class A,211223310,54.4698,9.036883,Moored,0.0,0.0,152.2,156.0,5149760,DCNY,SANDSHOERN,Cargo,,8.0,42.0,GPS,1.6,DEHUS,14/11/2024 12:00:00,AIS,36.0,6.0,5.0,3.0
26/11/2024 00:22:08,Class A,211223310,54.4698,9.036883,Moored,0.0,0.0,152.2,156.0,5149760,DCNY,SANDSHOERN,Cargo,,8.0,42.0,GPS,1.6,DEHUS,14/11/2024 12:00:00,AIS,36.0,6.0,5.0,3.0
26/11/2024 00:23:06,Class A,211223310,54.469783,9.036883,Moored,0.0,0.0,152.2,157.0,5149760,DCNY,SANDSHOERN,Cargo,,8.0,42.0,GPS,1.6,DEHUS,14/11/2024 12:00:00,AIS,36.0,6.0,5.0,3.0
26/11/2024 00:26:08,Class A,211223310,54.469783,9.036883,Moored,0.0,0.0,152.2,156.0,5149760,DCNY,SANDSHOERN,Cargo,,8.0,42.0,GPS,1.6,DEHUS,14/11/2024 12:00:00,AIS,36.0,6.0,5.0,3.0
26/11/2024 00:28:10,Class A,211223310,54.469783,9.036883,Moored,0.0,0.0,152.2,156.0,5149760,DCNY,SANDSHOERN,Cargo,,8.0,42.0,GPS,1.6,DEHUS,14/11/2024 12:00:00,AIS,36.0,6.0,5.0,3.0
